chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
128_hard.svg,hard,19,Brand New Day,Brand New Day,20,829,185.0,131.0,0.9196513523474568,1.2248782262410451
171_hard.svg,hard,19,Kagerou Daze,カゲロウデイズ,20,871,200.0,143.0,1.2247173818811181,1.865739607187193
288_hard.svg,hard,19,Unhappy Refrain,アンハッピーリフレイン,20,872,205.0,132.0,1.618289307174923,1.8944693158854884
206_hard.svg,hard,19,Colorful Marine Snow,君色マリンスノウ,20,875,202.0,151.0,1.456754047784119,1.8548427000284906
588_hard.svg,hard,19,,プラネットヒーロー,20,893,200.0,121.0,1.6084433825040596,1.674856246109585
284_hard.svg,hard,19,Invisible,インビジブル,20,909,192.0,144.0,1.1865300168192432,1.4638771539700777
175_hard.svg,hard,19,Haikei Doppelganger,拝啓ドッペルゲンガー,20,917,181.0,155.0,0.9112970968937641,1.0275322992162301
502_hard.svg,hard,19,"Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",20,994,185.0,145.0,1.3567464960325595,1.0065398279603808
364_hard.svg,hard,19,Eternal Aria,エターナルアリア,20,1004,184.0,139.0,1.313159776378101,0.9667660261789116
273_hard.svg,hard,19,FUTURE EVE,フューチャー・イヴ,20,1087,190.0,153.0,1.4883133783725495,1.2132608775214166
135_hard.svg,hard,20,Six Trillion Years and Overnight Story,六兆年と一夜物語,20,741,186.0,123.0,0.8044264426899959,1.3187933264432454
531_hard.svg,hard,20,Mesmerizer,メズマライザー,20,761,185.0,126.0,0.5253220998745667,1.392532145021111
468_hard.svg,hard,20,Teenager's Heartbeat,十六歳の心臓,20,797,190.0,136.0,0.6205551025409195,1.612763026433194
622_hard.svg,hard,20,,超ナイト・オブ・ナイツ,20,813,193.0,131.0,0.8523020774971718,1.6676344701386125
552_hard.svg,hard,20,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,20,828,192.0,129.0,0.84074103476182,1.6068140222258427
503_hard.svg,hard,20,Chou Saishuu Kichiku Imouto Flandre S,超最終鬼畜妹フランドール・Ｓ,20,857,210.0,123.0,1.4767917696630755,2.268558732462414
584_hard.svg,hard,20,,IMAWANOKIWA,20,925,178.0,137.0,1.0598153327923907,0.77002897804505
131_hard.svg,hard,20,The Intense Voice of Hatsune Miku,初音ミクの激唱,20,963,200.0,160.0,1.5251220422097083,1.71431883863757
447_hard.svg,hard,21,folern,folern,20,861,200.0,141.0,1.2287316550958742,1.8749446298676233
449_hard.svg,hard,21,MarbleBlue.,MarbleBlue.,20,1109,198.0,163.0,1.4907198503115147,1.6324998840006861
192_expert.svg,expert,23,Waltz of the Deceased,去り人達のワルツ,20,672,178.0,99.0,0.9519677866285566,0.80342416980255
489_expert.svg,expert,23,hot wind,熱風,20,871,192.0,112.0,1.4092126170355201,1.3308454258174707
605_expert.svg,expert,24,,Sympathy,20,723,184.0,97.0,0.839423923494334,1.1796016492941233
374_expert.svg,expert,24,Teammates,チームメイト,20,803,180.0,112.0,1.2395645909318203,0.7761250899209831
182_expert.svg,expert,24,Flyer!,Flyer!,20,861,188.0,123.0,1.3444497692442587,1.173001280153484
424_expert.svg,expert,24,Integral,インテグラル,20,868,192.0,117.0,1.3610835907491072,1.3569120323551995
93_expert.svg,expert,24,Aoku Kakero!,青く駆けろ！,20,919,190.0,121.0,1.444565125373909,1.226483738402862
345_expert.svg,expert,24,Engeki,演劇,20,983,176.0,125.0,1.043056665161457,0.6709537871148691
518_expert.svg,expert,24,Star of Heaven,みかぼし,20,984,188.0,131.0,1.2979898238260204,1.1810026359327515
310_expert.svg,expert,24,Flyway,Flyway,20,1011,190.0,129.0,1.5577769192011799,1.1739783823776855
575_expert.svg,expert,25,FUN!!,FUN!!,20,622,186.0,95.0,0.5707475291971672,1.415945585156315
574_expert.svg,expert,25,SToRY,SToRY,20,705,192.0,97.0,0.7314214583049873,1.667479583318052
427_expert.svg,expert,25,"A Glimmer, 1/f fluctuation",幽光、1/fのゆらめき,20,718,193.0,91.0,1.5768716509177219,1.2998100096694474
134_expert.svg,expert,25,Telecaster b boy,テレキャスタービーボーイ,20,726,182.0,98.0,1.0298546911688502,0.9909619118520786
498_expert.svg,expert,25,,はしる! とおく! とどく!,20,742,182.0,108.0,0.8922492002569534,1.0611058555457495
151_expert.svg,expert,25,The Bubble Future,泡沫未来,20,750,179.0,104.0,1.0075623233567927,0.8370455476759178
215_expert.svg,expert,25,Judas,ジウダス,20,769,198.0,102.0,1.5410483148738339,1.5931074662146796
259_expert.svg,expert,25,the WALL,the WALL,20,815,183.0,111.0,1.3624362797482372,0.883142325893328
437_expert.svg,expert,25,"E? Ah,sou.",え？あぁ、そう。,20,838,192.0,110.0,1.2795780742645706,1.424243288344997
646_expert.svg,expert,25,,透明なパレット,20,852,210.0,110.0,1.8756395799402878,2.070764371715546
511_expert.svg,expert,25,KISARAGI ATTENTION,如月アテンション,20,855,190.0,118.0,1.487008179985389,1.2045385975084448
534_expert.svg,expert,25,,ワールド・ランプシェード [reunion],20,895,193.0,129.0,1.4829551972191732,1.3601782941163663
173_expert.svg,expert,25,Pulse of the Meteor,流星のパルス,20,958,192.0,121.0,1.5741137850754234,1.2855686920813185
62_expert.svg,expert,26,Jack Pot Sad Girl,ジャックポットサッドガール,20,647,204.0,83.0,1.0732172530652675,2.1379583859814897
410_expert.svg,expert,26,Marshall Maximizer,マーシャル・マキシマイザー,20,694,190.0,95.0,1.0968112323512618,1.3806762973641171
524_expert.svg,expert,26,"Still, we never stop singing",それでも僕らは歌うことをやめない,20,705,182.0,98.0,0.4210701583149763,1.2806937397214602
22_expert.svg,expert,26,Hated by Life,命に嫌われている,20,756,200.0,99.0,1.4481064091033207,1.7556060422987712
623_expert.svg,expert,26,,とうほう☆ワンダーランド,20,806,200.0,112.0,1.3763689027576569,1.7798890838521622
413_expert.svg,expert,26,Lose The Princess,さよならプリンセス,20,812,195.0,119.0,1.274598560994328,1.5792552692218051
482_expert.svg,expert,26,Dameningenda!,だめにんげんだ!,20,917,179.0,122.0,1.1635651724852902,0.7879890164466806
64_expert.svg,expert,26,Stella,ステラ,20,955,197.0,133.0,1.7336898943097052,1.4755107774601286
450_expert.svg,expert,26,Opera! Space Opera!,オペラ！スペースオペラ！,20,986,198.0,126.0,1.7223150099245061,1.5579489175711398
474_expert.svg,expert,27,KILLER,キラー,20,825,196.0,98.0,1.7720994617787296,1.3795858467387296
549_expert.svg,expert,27,BAKENOHANA,化けの花,20,875,180.0,118.0,1.0160384958664506,0.9256882377578456
6_expert.svg,expert,28,HIBANA -Reloaded-,ヒバナ -Reloaded-,20,808,200.0,95.0,1.749620746653114,1.6172950933201893
605_master.svg,master,28,,Sympathy,20,860,184.0,97.0,1.2820921485173886,0.9869269316789115
424_master.svg,master,28,Integral,インテグラル,20,868,192.0,117.0,1.4444837890144224,1.2795654677487567
552_expert.svg,expert,28,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,20,980,192.0,129.0,1.6230802346453561,1.256338702174569
345_master.svg,master,28,Engeki,演劇,20,984,176.0,125.0,1.0863589187385427,0.6611634867897469
575_master.svg,master,29,FUN!!,FUN!!,20,744,186.0,95.0,1.390200502918429,1.031298320956648
62_master.svg,master,29,Jack Pot Sad Girl,ジャックポットサッドガール,20,767,204.0,83.0,1.937066519211031,1.7291912010199701
574_master.svg,master,29,SToRY,SToRY,20,784,192.0,97.0,1.3219890792248525,1.389493539225462
489_master.svg,master,29,hot wind,熱風,20,925,192.0,112.0,1.6950433512687308,1.2082754520630579
524_master.svg,master,30,"Still, we never stop singing",それでも僕らは歌うことをやめない,20,814,182.0,98.0,1.144200009400501,0.9571569832470533
10_normal.svg,normal,11,Happy Synthesizer,ハッピーシンセサイザ,21,437,127.0,133.0,-1.5097961595744154,-0.738931773361248
87_normal.svg,normal,12,Love Trial,恋愛裁判,21,447,134.0,132.0,-1.6178748225168167,-0.31573068231877877
255_normal.svg,normal,12,yomosugara kimi omou,夜もすがら君想ふ,21,501,148.0,146.0,-1.079945765002008,0.17155438162499628
235_normal.svg,normal,12,Journey,Journey,21,512,128.0,166.0,-1.6349261482652935,-0.6136319010871797
368_normal.svg,normal,13,I'm Mine,アイムマイン,21,489,135.0,156.0,-1.5932351687169026,-0.27124619269462763
107_normal.svg,normal,13,Milk Crown on Sonechka,ミルククラウン・オン・ソーネチカ,21,497,127.4567,135.0,-1.6342132979045492,-0.6597249761036093
249_normal.svg,normal,13,Our 16bit Wars,ぼくらの16bit戦争,21,591,122.0,148.0,-1.5592793957483775,-0.9681387760706384
48_normal.svg,normal,13,The World is Mine,ワールドイズマイン,21,614,133.5,170.0,-1.3210116865372228,-0.5982072534583688
372_normal.svg,normal,13,Tengaku,天樂,21,642,116.0,151.0,-1.7033751728647084,-1.2238559042782722
169_normal.svg,normal,14,Shoujo Rei,少女レイ,21,561,150.0,159.0,-0.9524602297591734,0.2189110612951404
218_hard.svg,hard,15,Meru,メリュー,21,473,130.0,140.0,-1.6196399920107856,-0.5143371037196438
164_normal.svg,normal,15,Don't Fight The Music,Don't Fight The Music,21,701,137.0,160.0,-0.6530920720153404,-0.6194624864002948
263_hard.svg,hard,16,Highlight,Highlight,21,414,130.0,97.0,-1.677173655790371,-0.5013732155864695
217_hard.svg,hard,16,City,街,21,422,128.0,102.0,-1.6488423666003738,-0.620164049371223
476_hard.svg,hard,16,Shadow Shadow,Shadow Shadow,21,422,135.0,129.0,-1.5884899692636827,-0.26547054537141046
132_hard.svg,hard,16,「1」,「１」,21,444,147.5,98.0,-0.8143053709927929,0.032604848680895734
55_hard.svg,hard,16,Forward,Forward,21,449,140.0,115.0,-1.3880676969434445,-0.09041682029934915
338_hard.svg,hard,16,Where shall we go?,Where shall we go?,21,452,119.0,119.0,-1.7396123455195842,-1.047310202063342
105_hard.svg,hard,16,once upon a dream,ワンスアポンアドリーム,21,478,132.0,112.0,-1.432549324087186,-0.5045453171284426
247_hard.svg,hard,16,Copycat,Copycat,21,478,137.0,125.0,-1.157269336577527,-0.37961773417806177
8_hard.svg,hard,16,Time Machine,タイムマシン,21,488,126.0,124.0,-1.4479588596128525,-0.8066201907798672
305_hard.svg,hard,16,STROBE LAST,ストロボラスト,21,489,120.0,132.0,-1.3483560725410642,-1.1882611035558883
469_hard.svg,hard,16,Lagtrain,ラグトレイン,21,503,147.0,127.0,-1.1126082507114252,0.14658547047617104
466_hard.svg,hard,16,TEARS OF GARNET,ガーネットの涙,21,504,139.0,119.0,-1.247178242468674,-0.22244158068756123
181_hard.svg,hard,16,"Love Me, Love Me, Love Me",愛して愛して愛して,21,509,115.0,130.0,-1.5516639779806836,-1.518791263590003
73_hard.svg,hard,16,Near,ニア,21,517,128.0,116.0,-1.2354403372299307,-0.8046769796965102
212_hard.svg,hard,16,Starry sky melody,星空のメロディー,21,523,113.0,108.0,-1.6628912139442775,-1.397073113314341
89_hard.svg,hard,16,Color of Drops,Color of Drops,21,537,152.0,114.0,-0.8338302301410877,0.27085215139240093
45_hard.svg,hard,16,39Music!,39みゅーじっく！,21,539,130.0,119.0,-1.4880641976341749,-0.5695853430556259
604_hard.svg,hard,16,,Packaged,21,539,125.0,129.0,-1.396620326864616,-0.9970622262921056
330_hard.svg,hard,16,Interviewer,インタビュア,21,546,125.0,145.0,-1.3520435562899804,-0.9009446603421487
238_hard.svg,hard,16,Black★Rock Shooter,ブラック★ロックシューター,21,548,152.5,115.0,-0.6037721048053044,0.1475596643751136
405_hard.svg,hard,16,MOTTO!!!,MOTTO!!!,21,556,130.0,143.0,-0.8253195821747621,-0.9083708893948951
490_hard.svg,hard,16,,ルーマー,21,561,140.0,123.0,-0.8801315001165891,-0.3328199378361029
363_hard.svg,hard,16,UNDERWATER,UNDERWATER,21,565,145.0,148.0,-1.107152906860884,0.03774417567471656
51_hard.svg,hard,16,The World Hasn't Even Started Yet,セカイはまだ始まってすらいない,21,565,138.0,121.0,-0.9417437412765893,-0.41434966250972
86_hard.svg,hard,16,on the rocks,on the rocks,21,565,150.0,127.0,-0.7729975148170377,0.14434827852231807
497_hard.svg,hard,16,Blazing,烈火,21,574,132.0,139.0,-1.372849137168448,-0.5268161815325776
467_hard.svg,hard,16,AI no UTA,あいのうた,21,581,139.0,123.0,-1.0255687941229887,-0.31293531648474754
71_hard.svg,hard,16,Patchwork Staccato,ツギハギスタッカート,21,583,139.0,122.0,-0.3337834958896579,-0.6578948880535984
108_hard.svg,hard,16,Because You're Here,愛されなくても君がいる,21,589,150.0,140.0,-0.719610899378413,0.11603749271275342
523_hard.svg,hard,16,Resonance Between You and Me.,きみとぼくのレゾナンス,21,591,145.0,132.0,-0.8338885873843332,-0.17889874492919927
148_hard.svg,hard,16,ray,ray,21,597,132.0,131.0,-0.9549298219319715,-0.7221694527762736
369_hard.svg,hard,16,Melancholic,メランコリック,21,610,140.0,147.0,-0.7770850669470607,-0.38987936815235036
319_hard.svg,hard,16,Decade,Decade,21,618,127.0,144.0,-1.1984107840950886,-0.8699819335665394
232_hard.svg,hard,16,blue paint,青色絵具,21,619,126.0,156.0,-1.2291777808543727,-0.9052284127523461
312_hard.svg,hard,16,kokoro,ココロ,21,630,125.0,141.0,-0.9974049644153036,-1.0837392479367642
44_hard.svg,hard,16,Hand in Hand,Hand in Hand,21,637,128.0,123.0,-0.7415648565063526,-1.0397830521723435
313_hard.svg,hard,16,FREELY TOMORROW,FREELY TOMORROW,21,642,129.0,138.0,-0.9300300124585055,-1.0788876152192088
256_hard.svg,hard,16,Double Lariat,ダブルラリアット,21,678,138.0,142.0,-0.23847052526830262,-0.7488883956415343
255_hard.svg,hard,16,yomosugara kimi omou,夜もすがら君想ふ,21,679,148.0,146.0,-0.40698065977269215,-0.12100743275648831
1_hard.svg,hard,16,Tell Your World,Tell Your World,21,719,150.0,123.0,-0.29146012749191486,-0.08463052830726328
382_hard.svg,hard,17,Shinpaku Pairing,心拍ペアリング,21,357,134.0,87.0,-1.632045794553028,-0.4188641437502241
190_hard.svg,hard,17,The Daughter of Evil,悪ノ娘,21,413,140.0,91.0,-1.1874993261788502,-0.20176065527982626
191_hard.svg,hard,17,The Servant of Evil,悪ノ召使,21,413,120.0,94.0,-1.641030403285612,-1.0509298196893047
325_hard.svg,hard,17,Becoming Pigs Yeah Yeah,豚になってyeah yeah,21,432,115.0,121.0,-1.553064786574646,-1.3582789876853032
67_hard.svg,hard,17,Jishoumushoku,自傷無色,21,443,120.0,104.0,-1.6223059453606896,-1.048604212553612
582_hard.svg,hard,17,,アンチユー,21,453,129.0,119.0,-1.5855025094416,-0.670092639551032
13_hard.svg,hard,17,Nostalogic,Nostalogic,21,462,140.0,120.0,-1.294619089224349,-0.14371797920845777
684_hard.svg,hard,17,,ファイター,21,464,135.0,106.0,-1.033959206371919,-0.543622409926753
432_hard.svg,hard,17,Kyo-Fu All Back,強風オールバック,21,478,135.0,137.0,-1.4694292765068788,-0.3098164264505037
156_hard.svg,hard,17,Beat Eater,Beat Eater,21,481,137.0,99.0,-1.0752863360473237,-0.4093748613703852
548_hard.svg,hard,17,Bokuno Kamisama,ぼくのかみさま,21,486,140.0,124.0,-1.38444937105875,-0.2471733773956308
545_hard.svg,hard,17,Noten,脳天,21,489,144.0,116.0,-1.0390174540145205,-0.14274868897421045
75_hard.svg,hard,17,Tale of the Deep-sea Lily,ウミユリ海底譚,21,497,120.0,102.0,-1.2920129036957948,-1.3477317561540865
104_hard.svg,hard,17,Cendrillon 10th Anniversary,サンドリヨン 10th Anniversary,21,499,147.0,117.0,-1.0872208681610633,0.11965166278767757
400_hard.svg,hard,17,We are the Stain Busters!,我らステインバスターズ！,21,504,125.0,104.0,-1.1709828298839846,-0.9964827011684555
415_hard.svg,hard,17,Lucky☆Orb,ラッキー☆オーブ,21,505,126.0,120.0,-1.4106074633085766,-0.9846191261882226
463_hard.svg,hard,17,Happy Cheat Day,ハッピーチートデー,21,507,124.0,123.0,-1.7346774800390132,-0.7762436473772741
593_hard.svg,hard,17,CrystalSnow,クリスタルスノウ,21,507,135.0,105.0,-1.0783760216196518,-0.5275235820886904
460_hard.svg,hard,17,LEADER,LEADER,21,508,140.0,110.0,-1.3441547903827138,-0.11613764635489046
600_hard.svg,hard,17,,征け,21,509,135.0,111.0,-1.351553582995229,-0.3866617926791134
72_hard.svg,hard,17,Bless Your Breath,ブレス・ユア・ブレス,21,511,152.0,94.0,-0.6527508201441576,-0.06468274073638132
242_hard.svg,hard,17,Torinokocity,トリノコシティ,21,514,135.0,117.0,-1.1756314772632546,-0.4627996614450693
91_hard.svg,hard,17,Dramaturgy,ドラマツルギー,21,515,149.0,95.0,-0.6355741401132431,0.01624637332651001
244_hard.svg,hard,17,Awake Now,Awake Now,21,519,117.0,121.0,-1.5847286046682358,-1.2231022741000268
557_hard.svg,hard,17,,花溺れ,21,520,128.0,126.0,-1.3087354892928726,-0.7711988156901727
464_hard.svg,hard,17,Intergalactic Bound,Intergalactic Bound,21,526,140.0,126.0,-0.9081475597113634,-0.3324683663456204
438_hard.svg,hard,17,Hide and Seek,ハイドアンド・シーク,21,532,138.0,125.0,-1.1461398892044627,-0.4025761052446625
187_hard.svg,hard,17,Lower one's eyes,ロウワー,21,539,132.0,107.0,-0.9321423948967977,-0.7281159525628352
603_hard.svg,hard,17,,ドレミファロンド,21,543,125.0,130.0,-1.3988905921340244,-0.8783545055972127
507_hard.svg,hard,17,Empurple,エンパープル,21,549,136.0,125.0,-1.2192042078066858,-0.38691303384841275
667_hard.svg,hard,17,,㋰責任集合体,21,552,135.0,121.0,-1.1155262166680049,-0.4825909611969664
527_hard.svg,hard,17,Unpoison,Unpoison,21,553,119.0,122.0,-1.442525489780307,-1.260442406537579
565_hard.svg,hard,17,,夏に透明,21,553,128.0,121.0,-1.2759537165098063,-0.7747569955621665
348_hard.svg,hard,17,Judgment of Corruption,悪徳のジャッジメント,21,555,140.0,127.0,-0.8887948035345549,-0.33094095359877657
228_hard.svg,hard,17,Goodbye,Goodbye,21,562,133.0,126.0,-1.0883271254732594,-0.615255225627106
19_hard.svg,hard,17,Charles,シャルル,21,562,145.0,104.0,-0.6803270918163378,-0.16414689629199863
123_hard.svg,hard,17,dreamin chuchu,どりーみんチュチュ,21,567,128.0,140.0,-1.2207641021946412,-0.8006321942507602
653_hard.svg,hard,17,,パメラ,21,571,148.0,133.0,-0.7303502849242137,0.023435034707343736
109_hard.svg,hard,17,Hibikase,ヒビカセ,21,572,140.0,115.0,-0.5360666275123928,-0.5012362192817392
202_hard.svg,hard,17,Q,Q,21,574,118.0,130.0,-1.1541278351448891,-1.3758513964973962
87_hard.svg,hard,17,Love Trial,恋愛裁判,21,591,134.0,132.0,-0.8032501180961372,-0.6940734783192597
70_hard.svg,hard,17,Melty Land Nightmare,メルティランドナイトメア,21,595,140.0,119.0,-0.7430411377306227,-0.4021067609618897
102_hard.svg,hard,17,Ghost City Tokyo,幽霊東京,21,595,124.0,133.0,-1.11688242606948,-1.0668871873064452
174_hard.svg,hard,17,"1,2, FanClub",いーあるふぁんくらぶ,21,595,145.0,125.0,-0.8923327691323283,-0.056305610159763195
95_hard.svg,hard,17,Ifuudoudou,威風堂々,21,604,130.0,145.0,-0.9407485566672082,-0.831230463445326
655_hard.svg,hard,17,,リリィララ,21,607,130.0,123.0,-1.0598364241124514,-0.919821157980812
542_hard.svg,hard,17,Blackjack,Blackjack,21,621,114.0,130.0,-1.2349831628890013,-1.543778182523298
493_hard.svg,hard,17,Kyou mo harebare,きょうもハレバレ,21,623,134.0,121.0,-0.8818030076655327,-0.6461824097462916
537_hard.svg,hard,17,,花に風,21,625,148.0,128.0,-0.49991831907591466,-0.08912468554279401
